,open,high,low,close,volume,ema20,ema50,ema200,rsi,atr,macd,macd_signal,macd_hist
2025-04-10 22:42:54.703788,1.1056853927508037,1.1061591281593717,1.1053959640313957,1.1056853927508037,932,1.1073477891539099,1.104947419725761,1.1018214615950293,43.04891179497555,0.0009178410777563675,0.0010098511579692548,0.0016999390307740664,-0.0006900878728048115
2025-04-10 23:42:54.703788,1.1047107810722856,1.1050924681852412,1.1040436435458627,1.1047107810722856,860,1.1070966455270885,1.1049381397785658,1.101850211042564,37.99304917973463,0.0009695488011266969,0.000688103969493703,0.0014975720185179937,-0.0008094680490242907
2025-04-11 00:42:54.703788,1.1039963320026684,1.1040926719488455,1.1039557381580587,1.1039963320026684,290,1.1068013775723817,1.1049012061402952,1.101871565479978,34.76935341799006,0.0009542269520624256,0.0003711881100691983,0.0012722952368282349,-0.0009011071267590366
2025-04-11 01:42:54.703788,1.1025911274911324,1.1025995079507007,1.102194081960396,1.1025911274911324,589,1.1064004013741675,1.1048106148207204,1.1018787253009847,29.47248072956478,0.0010148000299345756,6.566058488033377e-06,0.0010191494011601947,-0.0010125833426721613
2025-04-11 02:42:54.703788,1.1018977615844288,1.101924214034475,1.1016247231418232,1.1018977615844288,793,1.1059715785370494,1.1046963852820424,1.1018789147167405,27.265286194923092,0.0010113431956041894,-0.0003344925563453227,0.0007484210096590912,-0.001082913566004414
2025-04-11 03:42:54.703788,1.1006735249386903,1.100808581536622,1.1006273716251609,1.1006735249386903,525,1.1054670020038724,1.1045386260528913,1.1018669207886007,23.86666177439956,0.0010298465358658808,-0.0006955517441926684,0.00045962645888873927,-0.0011551782030814078
2025-04-11 04:42:54.703788,1.0995702898543742,1.0997952163178495,1.0994621721457465,1.0995702898543742,504,1.1049054103705869,1.104343789339224,1.101844068739504,21.291065006177604,0.001042811268514305,-0.001058513715822773,0.00015599842394643681,-0.00121451213976921
2025-04-11 05:42:54.703788,1.0982881433367184,1.0983446780566035,1.0981108527010972,1.0982881433367184,434,1.1042751944625995,1.1041063130254003,1.1018086863971877,18.757585458500273,0.0010725702602830697,-0.0014331022908349311,-0.00016182171900983678,-0.0012712805718250943
2025-04-11 06:42:54.703788,1.0982188889727071,1.0985853830822614,1.0980050556075465,1.0982188889727071,308,1.1036984034635622,1.103875433650785,1.1017729670198297,18.62864315871272,0.0010374100613139167,-0.0017157762827364476,-0.000472612631755159,-0.0012431636509812887
2025-04-11 07:42:54.703788,1.0972125923017295,1.0973001988291817,1.097108059153134,1.0972125923017295,121,1.1030807071624351,1.1036141457547437,1.1017275901569632,16.81941650396989,0.00104265432976101,-0.0019979658822502078,-0.0007776832818541688,-0.001220282600396039
2025-04-11 08:42:54.703788,1.095690021330095,1.0958318465566905,1.0955792536081992,1.095690021330095,777,1.10237683232126,1.1033033957773064,1.101667514845253,14.521384961485694,0.001084846070030247,-0.002317744410862854,-0.001085695507655906,-0.0012320489032069482
2025-04-11 09:42:54.703788,1.0951233397073106,1.0952291694617695,1.0948911275843722,1.0951233397073106,710,1.1016860235008838,1.1029826092647577,1.1016023986747263,13.767431974348014,0.0010644209040082894,-0.0025870754740053847,-0.0013859715009258019,-0.0012011039730795829
2025-04-11 10:42:54.703788,1.0935604966256973,1.0939047465750065,1.0929569255851634,1.0935604966256973,307,1.100912163798485,1.1026131146514613,1.1015223797488654,11.928069516773462,0.001143134705303921,-0.0028932787411088956,-0.0016874329489624208,-0.0012058457921464748
2025-04-11 11:42:54.703788,1.0927475562671474,1.0930154467537077,1.0926617939493124,1.0927475562671474,107,1.100134582128834,1.1022262300089392,1.1014350680724305,11.097515055851332,0.0011256752746668496,-0.003165059691332406,-0.001982958297436418,-0.001182101393895988
2025-04-11 12:42:54.703788,1.090894564229071,1.0912140599484341,1.090783519098536,1.090894564229071,801,1.0992545804240945,1.1017818509587483,1.1013301874371733,9.47758840734727,0.0011855582670914587,-0.0034897414566095186,-0.002284314929271038,-0.0012054265273384805
2025-04-11 13:42:54.703788,1.0894102537042796,1.0894591577268,1.089404681520693,1.0894102537042796,786,1.0983170254983978,1.1012966902821024,1.1012115811313732,8.417615883359701,0.001207295727183356,-0.003822759161221878,-0.002592003775661206,-0.001230755385560672
2025-04-11 14:42:54.703788,1.0887496016398015,1.088977607211771,1.0883643855024576,1.0887496016398015,884,1.0974058422737696,1.1008046475902475,1.101087581335437,7.989324312225463,0.0011957651896575415,-0.004092807850477609,-0.002892164590624487,-0.001200643259853122
2025-04-11 15:42:54.703788,1.08842847156856,1.0887950385372491,1.0882772424582698,1.08842847156856,628,1.096550854587559,1.100319307354103,1.1009616200442245,7.7820538026333,0.0011473388246090945,-0.004283359987623525,-0.0031704036700242948,-0.0011129563175992303
2025-04-11 16:42:54.703788,1.08789940955159,1.0879992535353156,1.0878103579270373,1.08789940955159,701,1.0957269074412763,1.0998322525383184,1.100831647800517,7.439611044950581,0.0011095370258172052,-0.004426044130756868,-0.0034215317621708098,-0.0010045123685860579
2025-04-11 17:42:54.703788,1.087308598796904,1.0875431705860135,1.0871946296325832,1.087308598796904,752,1.09492516376086,1.0993411288621846,1.1006970900989883,7.065694154236311,0.0010806258039021727,-0.004534524654887795,-0.003644130340714207,-0.0008903943141735878
2025-04-11 18:42:54.703788,1.0867121453057507,1.0867205148300514,1.0866790321277835,1.0867121453057507,756,1.0941429715270399,1.0988458746050696,1.1005579364194538,6.6996049483872895,0.0010484072942749108,-0.004615421359356997,-0.003838388544442765,-0.000777032814914232
2025-04-11 19:42:54.703788,1.0856185229391664,1.0856560044180423,1.0854399560767207,1.0856185229391664,265,1.0933311192805757,1.098327154931897,1.100409285539053,6.077800256670713,0.0010643917181859845,-0.004713445104530756,-0.0040133998564603635,-0.0007000452480703922
2025-04-11 20:42:54.703788,1.084999320397213,1.08519107448354,1.0847560568947747,1.084999320397213,948,1.0925376146250174,1.0978044947540664,1.100255952552567,5.752268061717274,0.0010499684557721044,-0.004785924935525987,-0.004167904872273489,-0.0006180200632524982
2025-04-11 21:42:54.703788,1.0846073921520496,1.084748894995249,1.0846073472352216,1.0846073921520496,595,1.0917823553418775,1.0972869613186933,1.1001002454839053,5.54965293605899,0.0010029687919306301,-0.004819435604033417,-0.004298211018625475,-0.0005212245854079424
2025-04-11 22:42:54.703788,1.0850736307258526,1.085415731038098,1.0850716124192077,1.0850736307258526,689,1.0911434291879702,1.0968080071777977,1.099950726929099,9.627719501960826,0.0009890666557961906,-0.004753575237529173,-0.004389283862406215,-0.00036429137512295796
2025-04-11 23:42:54.703788,1.0852830263579194,1.0856035191937776,1.0852118546438665,1.0852830263579194,528,1.0905852955851083,1.0963560471456457,1.099804779659734,11.476366891407707,0.000956268213805392,-0.004631099512638404,-0.004437646992452653,-0.00019345252018575058
2025-04-12 00:42:54.703788,1.0845386262423533,1.0848379787186164,1.0845049641841378,1.0845386262423533,873,1.0900094223143697,1.0958926188749283,1.0996528776356806,10.64287514320307,0.0009435392109465514,-0.004541749030702036,-0.00445846740010253,-8.328163059950593e-05
2025-04-12 01:42:54.703788,1.0849359516066626,1.085071690699633,1.0847569158524735,1.0849359516066626,262,1.0895262346279213,1.0954629456487217,1.099506440560765,14.223744731762906,0.0009142195856846285,-0.004388291797494004,-0.004444432279580825,5.6140482086821514e-05
2025-04-12 02:42:54.703788,1.0850745063898086,1.085160401654543,1.084886326211651,1.0850745063898086,465,1.0891022605100058,1.0950555558738624,1.0993628392257309,15.495487091148348,0.0008684950040565865,-0.004206999944929235,-0.004396945812650508,0.00018994586772127283
2025-04-12 03:42:54.703788,1.0851596456557313,1.0852668659801095,1.0850168133645144,1.0851596456557313,625,1.0887267733810273,1.0946674809633474,1.0992215139165769,16.316528019627683,0.0008243205477379071,-0.004010227413074663,-0.004319602132735339,0.00030937471966067595
2025-04-12 04:42:54.703788,1.0859773559351142,1.0860339730965085,1.0859113880171822,1.0859773559351142,338,1.088464924100464,1.0943266917465542,1.0990897312500947,23.958250213325044,0.0008278924686692852,-0.0037451298525761345,-0.004204707676703498,0.00045957782412736365
2025-04-12 05:42:54.703788,1.0870878852430415,1.087207531256228,1.0867952692478398,1.0870878852430415,171,1.0883337775426143,1.0940428169817105,1.0989703098967907,32.9175800697554,0.0008566269581295999,-0.0034061635586464245,-0.004044998853092084,0.0006388352944456596
2025-04-12 06:42:54.703788,1.0882257669224553,1.0883719424933869,1.0880474594199148,1.0882257669224553,544,1.0883234908168848,1.0938146973715437,1.0988633990214243,40.63552727206784,0.0008871576932878726,-0.0030110038091055724,-0.003838199844294782,0.0008271960351892097
2025-04-12 07:42:54.703788,1.0885488950378248,1.088554458408973,1.0884452170966865,1.0885488950378248,754,1.0883449578855457,1.0936081953192411,1.0987607671409905,42.653262263759984,0.0008472672499471465,-0.0026413156792182146,-0.003598823011279469,0.0009575073320612542
2025-04-12 08:42:54.703788,1.089200099802646,1.0894555671156099,1.0890096228460664,1.089200099802646,921,1.0884263999728887,1.0934353288283944,1.0986656361226985,46.59296525355407,0.0008515104519355685,-0.002269625559985,-0.0033329835210205755,0.0010633579610355754
2025-04-12 09:42:54.703788,1.0902265651501868,1.0903450946160584,1.090169314883015,1.0902265651501868,608,1.0885978442754884,1.093309494958661,1.0985816652672509,52.17072689929689,0.0008724736206124812,-0.0018706673982746835,-0.0030405202964713975,0.001169852898196714
2025-04-12 10:42:54.703788,1.091621592859583,1.0917025069810886,1.0915793274741012,1.091621592859583,894,1.0888858203311165,1.0932433027194814,1.0985124108154332,58.512389506472644,0.000915578492776006,-0.0014254909312476638,-0.002717514423426651,0.001292023492178987
2025-04-12 11:42:54.703788,1.0923266174069735,1.0924952068154254,1.0921407257084188,1.0923266174069735,368,1.0892135152907219,1.0932073542758536,1.0984508606322645,61.3047596655012,0.000912581025852185,-0.0010042197646253914,-0.002374855491666399,0.0013706357270410075
2025-04-12 12:42:54.703788,1.09320631785791,1.093829126815822,1.093176282716515,1.09320631785791,852,1.0895937822018826,1.0932073136320126,1.098398676127047,64.51416692744203,0.0009547187674947825,-0.000592544372870929,-0.002018393267907305,0.0014258488950363761
2025-04-12 13:42:54.703788,1.093643881385453,1.0938951495013245,1.093558475486649,1.093643881385453,514,1.0899795059336512,1.093224433936069,1.0983513647365835,66.02367243273358,0.0009357268300604837,-0.00022834867772814071,-0.0016603843498714725,0.0014320356721433318
2025-04-12 14:42:54.703788,1.0940448111064311,1.0944254760729275,1.0940222252617933,1.0940448111064311,344,1.0903666778548684,1.0932566055898087,1.0983085134566815,67.39237984604699,0.0009247173913043433,9.157509168100653e-05,-0.0013099924615609768,0.0014015675532419833
2025-04-12 15:42:54.703788,1.0954484270612894,1.0955278341331218,1.0953902889076392,1.0954484270612894,774,1.0908506539697655,1.093342559373004,1.0982800548855831,71.69181099765001,0.0009645963652605101,0.000453153390703287,-0.000957363291108124,0.0014105166818114108
2025-04-12 16:42:54.703788,1.0971122549079482,1.0973579356205172,1.0969843845749643,1.0971122549079482,159,1.0914469969162592,1.0934903905704527,1.0982684349853082,75.77018274810312,0.0010320900934010294,0.0008640040983236563,-0.000593089813221768,0.0014570939115454242
2025-04-12 17:42:54.703788,1.0980404636014136,1.098324786130977,1.097504879616791,1.0980404636014136,105,1.092074946124369,1.093668824806961,1.0982661666133293,77.70034899210678,0.001044978745517305,0.0012500946157576465,-0.00022445292742588515,0.0014745475431835317
2025-04-12 18:42:54.703788,1.099475315621392,1.099730575701079,1.0994457882965467,1.099475315621392,808,1.0927797432193236,1.0938965303290955,1.0982781979467429,80.31134809958041,0.0010910596993850188,0.0016528022237083384,0.00015099810280095954,0.001501804120907379
2025-04-12 19:42:54.703788,1.1005487679391357,1.1006517135353093,1.1002356071974813,1.1005487679391357,669,1.0935196503354963,1.0941574023922342,1.0983007906829856,82.00855586300811,0.0010971552861373344,0.0020351100533051447,0.0005278204929017967,0.001507289560403348
2025-04-12 20:42:54.703788,1.101069472194329,1.101145777163563,1.1008655066935122,1.101069472194329,916,1.0942386809887183,1.0944284639531008,1.0983283397527501,82.78381860171905,0.001061430567443768,0.0023529845036507346,0.0008928532950515843,0.0014601312085991505
2025-04-12 21:42:54.703788,1.102035638340389,1.1020459799704083,1.1018228578537523,1.102035638340389,506,1.0949812483555441,1.094726784517308,1.0983652282959109,84.14869487704715,0.0010553646537748754,0.002652289882340453,0.0012447406125093582,0.0014075492698310947
2025-04-12 22:42:54.703788,1.103524481037693,1.103629766283952,1.1032516609350378,1.103524481037693,316,1.0957948895633678,1.0950717922239899,1.098416564144088,85.99168885750927,0.0010938477459025951,0.0029753309511004744,0.0015908586802275814,0.001384472270872893
2025-04-12 23:42:54.703788,1.1041535562553708,1.1041705208882133,1.104133977936501,1.1041535562553708,125,1.0965909530578444,1.0954279398330635,1.0984736486427078,86.69556119267601,0.0010618614676610072,0.003244701538563932,0.0019216272518948517,0.0013230742866690804
2025-04-13 00:42:54.703788,1.1055035656510719,1.1057872361467804,1.1054599390074529,1.1055035656510719,914,1.0974397733048185,1.0958230624141618,1.0985435980656766,88.07979867548667,0.0011027056407859075,0.003526463272119029,0.0022425944559396876,0.0012838688161793416
2025-04-13 01:42:54.703788,1.1046764078508577,1.1048965183411315,1.1045399467554275,1.1046764078508577,104,1.0981289765949174,1.096170252431287,1.0986046210486136,82.42143962091319,0.001092770873275795,0.003641045053410119,0.002522284575433774,0.001118760477976345
2025-04-13 02:42:54.703788,1.1054802779126764,1.1055894455456312,1.1054103954509322,1.1054802779126764,631,1.098829100529942,1.0965353514697729,1.0986730355447734,83.5288779316748,0.0010799327890970573,0.0037534501000549003,0.002768517680358,0.0009849324196969005
2025-04-13 03:42:54.703788,1.105822998399363,1.106167259211849,1.1056868116195295,1.105822998399363,489,1.0994951860413154,1.0968995729179922,1.0987441794537744,83.99191370974489,0.0010518648255310212,0.0038260818979303224,0.0029800305238724643,0.000846051374057858
2025-04-13 04:42:54.703788,1.1058759803425853,1.105970668797252,1.1056097109661507,1.1058759803425853,809,1.1001028807366744,1.097251588895427,1.098815142646698,84.06648564949968,0.0010025143259288938,0.00384361155956614,0.0031527467310112,0.0006908648285549402
2025-04-13 05:42:54.703788,1.1060256118458291,1.1063575875989633,1.1059947656153533,1.1060256118458291,670,1.1006669503661177,1.0975956682268153,1.0988868886088785,84.28908168920995,0.0009653066781038317,0.003825480200029041,0.0032872934248147686,0.0005381867752142725
2025-04-13 06:42:54.703788,1.1050358073531803,1.1052237124470254,1.104936312301631,1.1050358073531803,547,1.101083031983933,1.0978874383886337,1.098948071879966,76.65978475458806,0.0009741633113962889,0.0036887207400091437,0.003367578887853644,0.00032114185215549986
2025-04-13 07:42:54.703788,1.1048301404570977,1.1049071807344233,1.1048300237961262,1.1048301404570977,853,1.1014398994575678,1.098159701214848,1.0990065999255096,75.13793387046768,0.0009192790432289925,0.003523129835291794,0.003398689077341274,0.00012444075795052002
2025-04-13 08:42:54.703788,1.1048140123850705,1.1048911853462033,1.104681168056959,1.1048140123850705,245,1.1017612435459014,1.0984206545940725,1.0990643851241122,75.01217489029244,0.0008686174893729432,0.003351957173880926,0.0033893426966492045,-3.738552276827834e-05
2025-04-13 09:42:54.703788,1.1052613668657882,1.1053324650250562,1.1049421994762612,1.1052613668657882,487,1.102094588623986,1.0986889178204144,1.0991260466339798,76.20197680183269,0.000843605714416714,0.0032153349940420295,0.00335454115612777,-0.00013920616208574045
2025-04-13 10:42:54.703788,1.1046166445274166,1.1050754466052426,1.1041093645874802,1.1046166445274166,884,1.1023347844243125,1.0989213776912774,1.09918067944884,70.9580852419437,0.0008656340404089508,0.0030202219886110715,0.0032876773226244303,-0.00026745533401335885
2025-04-13 11:42:54.703788,1.1037366684692898,1.103820979702013,1.1036151389276643,1.1037366684692898,348,1.1024682971905009,1.0991102126237484,1.099226012672924,64.43992119045654,0.0008753391517906198,0.0027627396693075124,0.003182689791961047,-0.00041995012265353456
2025-04-13 12:42:54.703788,1.1029246719928496,1.1030195327013839,1.1026554012224599,1.1029246719928496,625,1.1025117614573912,1.099259799265674,1.099262815253222,59.04967180360029,0.0008900483014362817,0.0024647496470113772,0.003039101762971113,-0.0005743521159597359
2025-04-13 13:42:54.703788,1.1027414729042069,1.1029687001629285,1.1026294034502078,1.1027414729042069,561,1.1025336387380402,1.099396335486793,1.099297428762187,57.87345569951607,0.0008507089022423118,0.0021885791934459498,0.002868997249066081,-0.0006804180556201312
2025-04-13 14:42:54.703788,1.1021915697811173,1.102244208060724,1.1021589933368012,1.1021915697811173,112,1.1025010607421428,1.0995059525179431,1.099326226185261,54.372425169104055,0.0008315496640396929,0.0019033983417342526,0.0026758774675997156,-0.000772479125865463
2025-04-13 15:42:54.703788,1.1011461693073297,1.1012032179606415,1.1010463507574615,1.1011461693073297,483,1.1023720234626369,1.099570274744978,1.0993443350720478,48.38047982078927,0.0008539546182979885,0.0015748811313249789,0.0024556782003447683,-0.0008807970690197895
2025-04-13 16:42:54.703788,1.1005638396595476,1.1006070587683128,1.100244133010204,1.1005638396595476,655,1.1021998154813903,1.0996092380749611,1.0993564694460527,45.38042888879865,0.0008573890239285399,0.0012530948420776955,0.0022151615286913535,-0.000962066686613658
2025-04-13 17:42:54.703788,1.0997233547220604,1.0997391030375014,1.0996514889523272,1.0997233547220604,986,1.10196396207574,1.0996137132375925,1.099360120045814,41.39100532967754,0.0008613148584493871,0.00091965556241691,0.001956060335436465,-0.001036404773019555
2025-04-13 18:42:54.703788,1.0992774759884028,1.099285659501643,1.0992114150492762,1.0992774759884028,498,1.1017081062578984,1.0996005274631144,1.0993592977168847,39.41158962509858,0.0008363594880447294,0.000612364882363492,0.0016873212448218705,-0.0010749563624583786
2025-04-13 19:42:54.703788,1.097964364958973,1.0981241472209338,1.0978277327046164,1.097964364958973,118,1.1013515594675245,1.0995363642276579,1.0993454177889452,34.22124478274024,0.0008801726163119867,0.00025988196108661654,0.0014018333880748198,-0.0011419514269882032
2025-04-13 20:42:54.703788,1.0968161789797422,1.0968275739973392,1.0965663608619942,1.0968161789797422,674,1.100919618468688,1.099429690296367,1.0993202512336298,30.445591158831803,0.0009171605792167567,-0.00011083467314132456,0.001099299775831591,-0.0012101344489729156
2025-04-13 21:42:54.703788,1.0956233349226392,1.0957838744355786,1.095395639898261,1.0956233349226392,590,1.1004152105119216,1.0992804214581815,1.0992834659967046,27.10035050535933,0.0009531161865213604,-0.0004951747566712683,0.0007804048693310191,-0.0012755796260022875
2025-04-13 22:42:54.703788,1.0938923119894213,1.0939099710387075,1.0938757363953082,1.0938923119894213,850,1.0997939820812073,1.099069123047642,1.099229822673249,23.128801564284714,0.0010098649251506185,-0.000928740187081889,0.0004385758580484375,-0.0013673160451303265
2025-04-13 23:42:54.703788,1.093048615520342,1.0930658059375233,1.0929020419382602,1.093048615520342,518,1.0991515662182678,1.098833024713238,1.099168318124464,21.476756826578068,0.0010084652912942197,-0.0013251476906397386,8.58311483108023e-05,-0.0014109788389505408
2025-04-14 00:42:54.703788,1.0922048047045523,1.0926412935822343,1.0919706671805756,1.0922048047045523,436,1.0984899698836281,1.098573094516819,1.0990990294337186,19.94252050279276,0.001013428366185096,-0.0016879345155913494,-0.0002689219844696281,-0.0014190125311217214
2025-04-14 01:42:54.703788,1.0912601764044638,1.091460166784452,1.0909210653914454,1.0912601764044638,518,1.0978014181237077,1.0982863134143737,1.0990210308961141,18.361182338662417,0.0010327362909652233,-0.002028288450639071,-0.0006207952777035167,-0.001407493172935554
2025-04-14 02:42:54.703788,1.0902323151925422,1.0903078657791951,1.090053977245454,1.0902323151925422,711,1.0970805511778823,1.097970470346851,1.098933580988616,16.800136276222716,0.0010451264958255479,-0.0023538277448538203,-0.0009674017711335775,-0.0013864259737202428
2025-04-14 03:42:54.703788,1.0886597776503766,1.0888770763432352,1.0885778212681791,1.0886597776503766,774,1.0962785727466913,1.0976053451430676,1.098831354089728,14.735968527207149,0.001088652740721081,-0.0027075002408942783,-0.0013154214650857175,-0.0013920787758085608
2025-04-14 04:42:54.703788,1.0876389596089586,1.0882689756462187,1.0874427383261396,1.0876389596089586,221,1.0954557524478596,1.0972145064946712,1.0987199869804667,13.5703529939166,0.0010978232109722182,-0.0030351721514563224,-0.0016593716023598384,-0.001375800549096484
2025-04-14 05:42:54.703788,1.0867195619636887,1.0871734574925678,1.0865305459871408,1.0867195619636887,531,1.0946237343065102,1.096802940042476,1.0986005797663696,12.603402621959262,0.0010985796688897593,-0.0033306485641808603,-0.001993626994724043,-0.0013370215694568175
2025-04-14 06:42:54.703788,1.0856403121073774,1.085670620932873,1.0853959486332558,1.0856403121073774,143,1.0937681702875452,1.096365189927374,1.0984716218792154,11.561932609710482,0.0011146535018571227,-0.003610285074777231,-0.0023169586107346803,-0.0012933264640425505
2025-04-14 07:42:54.703788,1.0849582626583238,1.0851987290790348,1.0847001702061498,1.0849582626583238,971,1.0929291314657146,1.0959178594462349,1.0983371605934353,10.946322498056773,0.0011021883875264424,-0.0038426391622086165,-0.0026220947210294676,-0.0012205444411791488
2025-04-14 08:42:54.703788,1.084641595177871,1.0848671802225975,1.084285252895396,1.084641595177871,416,1.0921398422954438,1.0954756530043381,1.0982008863106933,10.662461914365522,0.0010715327714836925,-0.004006153426731274,-0.002898906462169829,-0.0011072469645614447
2025-04-14 09:42:54.703788,1.0851538915120647,1.0852868823096038,1.0849584290930687,1.0851538915120647,480,1.0914745136494077,1.0950708780438567,1.0980710654669261,14.52419724551251,0.0010410866543586318,-0.004047741779094061,-0.0031286735255546755,-0.0009190682535393851
2025-04-14 10:42:54.703788,1.084902584471907,1.0851311551253089,1.0847640658619073,1.084902584471907,244,1.0908486156325028,1.0946721214331923,1.0979400358052842,14.199930192263409,0.0009945680112013959,-0.004054244419857023,-0.003313787704415145,-0.0007404567154418776
2025-04-14 11:42:54.703788,1.0847883475293052,1.084923678989328,1.08471705123065,1.0847883475293052,426,1.090271447241722,1.0942845224565692,1.097809173235374,14.04641100653022,0.0009382865645925717,-0.004022249784310539,-0.003455480120394224,-0.0005667696639163147
